"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",0.970150827971733,0.98138971478912,0.987674231079369,0.991977969348659,0.997219764943763,0.998155953635406,1,1,1,1,1,1,1,1,1,1,1,1
"2",0.94944119212347,0.965744400527009,0.974133949191686,0.981257557436518,0.988241244152232,0.993293003682272,0.995814148179154,0.997793793204883,0.998926709598283,0.999672346002621,1,1,1,1,1,1,1,1
"3",0.938169477144978,0.954109211252068,0.965437253537462,0.973232505101428,0.979382747280546,0.983091787439614,0.990871369294606,0.994313210848644,0.995381062355658,0.997240707677325,0.998797664032978,0.999456127628716,0.999614346317007,0.999790707408958,1,1,1,1
"4",0.930029774564015,0.938961906883493,0.95009818643872,0.962516733601071,0.974267968056788,0.979291917167669,0.98377539503386,0.986185383244207,0.992133271633503,0.994893757206391,0.997746967071057,0.998714888929686,0.997856586126267,0.99830866807611,0.999550157444894,1,0.999743260590501,1
"5",0.916382978723404,0.929465175506588,0.943271461716937,0.949394673123487,0.960729668102356,0.969405477621911,0.97670149675233,0.98097220157574,0.983885962193988,0.990576954868573,0.99365973934484,0.995890155053241,0.99608533959679,0.996293245469522,0.999109329770652,0.999759846301633,1,1
"6",0.908282143613641,0.923426922650094,0.934498834498835,0.947452034706098,0.955852156057495,0.961574888377757,0.970417551309271,0.978182904961148,0.980041184856645,0.985861610113107,0.988805970149254,0.991975544516622,0.994351422231188,0.995676610462603,0.996587030716723,0.998561496044114,0.998440748440748,0.99832261671792
"7",0.900956429330499,0.911320754716981,0.924028474734508,0.935985312117503,0.945510756150973,0.957576579018704,0.964603038119805,0.969262906595046,0.974457215836526,0.98341512946353,0.983315392895587,0.985390234525183,0.990750050271466,0.992179013686726,0.995614035087719,0.998518518518518,0.996197718631179,0.998268897864974
"8",0.883661522086216,0.909222543996436,0.904906188089966,0.92062133072407,0.939859245041587,0.949979830576846,0.952434881087203,0.962201390988812,0.973333333333333,0.973915989159892,0.981213097155126,0.984609390220144,0.991269035532995,0.992929739284136,0.990166237415125,0.996282527881041,0.995655715449362,0.997022923489134
"9",0.877533603584382,0.895282703245233,0.906752037252619,0.923898199875854,0.920729341781973,0.940032635300517,0.951362984218078,0.953481301307388,0.967079530638853,0.969451156368657,0.974051539012169,0.978273634762184,0.983479502345503,0.987033310976973,0.988729748767316,0.992256066081569,0.994791666666667,0.99612287503728
"10",0.868143572265417,0.887729923732616,0.895317451003403,0.912382600098863,0.92428737262995,0.926027397260274,0.943368968506212,0.951066114434729,0.95776,0.963148788927336,0.970604547975596,0.975068708284256,0.982925801011804,0.987030411449016,0.987201159140304,0.984383414108778,0.993842709207948,0.992914083259522
"11",0.867278352715246,0.873748171486441,0.891898229569703,0.899889039575885,0.918452149071549,0.925485370522286,0.938144329896907,0.944366961103363,0.953552803129074,0.9583830803343,0.969685767097967,0.969236836915796,0.979919678714859,0.981264637002342,0.982386504589432,0.988921128989713,0.99164265129683,0.994194928200428
"12",0.865102325083039,0.871407804987141,0.878531073446328,0.897343594836147,0.908650700170135,0.910783768760422,0.928124545322276,0.939685448160024,0.946075991372159,0.956851003874604,0.954877363789553,0.966856445709638,0.968199398366996,0.978265843056509,0.9830220713073,0.981882098431585,0.986865148861646,0.986583463338534
"13",0.85561725758223,0.86854248733821,0.873335689878638,0.887339723639985,0.902410269845428,0.912724757952974,0.922963400236128,0.935503875968992,0.935564435564436,0.949636460365313,0.955431217441636,0.964255677039529,0.974934612031386,0.97438330170778,0.975474083438685,0.979519388312398,0.987216734456711,0.985413290113452
"14",0.838930481283423,0.854657687991021,0.872155367568212,0.879429072242394,0.897887323943662,0.902644907146877,0.918811002661934,0.927543110267363,0.935321715817694,0.951489209916176,0.953337158156435,0.955719557195572,0.969650318891577,0.969704086425552,0.967479674796748,0.977987421383648,0.979987684729064,0.984105512343591
"15",0.826748045829318,0.845424799729211,0.863976261127596,0.878727386150967,0.885455514118274,0.900520613479668,0.907869195162013,0.921044303797468,0.931537405628003,0.937384898710866,0.944668587896254,0.953320995270409,0.959132987130278,0.966698841698842,0.973115445440169,0.976949345475242,0.980611935777037,0.98121292023731
"16",0.826353092783505,0.842723269730157,0.856479275845641,0.862337989178306,0.885039161024824,0.882791613901787,0.903820224719101,0.912210694333599,0.925368082585886,0.932536764705882,0.938860308666403,0.945899893503727,0.94877096255456,0.96172363986519,0.96744686575195,0.969942196531792,0.973627055538318,0.979108635097493
